file,percent,borda_type,cloned_candidate,original_winner,new_winner,num_cands
Alaska_11052024_US_House.csv,0.7,om,"Peltola, Mary S.","Begich, Nick",Clone,5
Alaska_11082022_HouseDistrict11.csv,0.7,om,"Featherly, Walter T.","Coulombe, Julie",Clone,4
Alaska_11082022_HouseDistrict15.csv,0.7,om,"Wells, Denny","McKay, Thomas W. ""Tom",Clone,4
Alaska_11082022_HouseDistrict21.csv,0.7,om,"Wolfe, Forrest M.","Mears, Donna C.",Clone,3
Alaska_11082022_HouseDistrict22.csv,0.7,om,"Eischeid, Ted J.","Wright, Stanley A.",Clone,3
Alaska_11082022_HouseDistrict6.csv,0.7,om,"Flora, Louis A. ""Louie","Vance, Sarah L.",Clone,4
Alaska_11082022_SenateDistrictH.csv,0.7,om,"Costello, Mia","Claman, Matt",Clone,3
Maine_11062018_CongressionalDistrict2.csv,0.7,om,"REP Poliquin, Bruce","DEM Golden, Jared F.",Clone,5
Minneapolis_11072017_ParkBoardAtLarge.csv,0.7,om,Meg Forney,Latrisha Vetaw,Clone,11
Minneapolis_11072017_Ward6CityCouncil.csv,0.7,om,Mohamud Noor,Abdi Warsame,Clone,5
Oakland_11022010_Mayor.csv,0.7,om,DON PERATA,JEAN QUAN,Clone,11
PierceCounty_11042008_CountyAssessorTreasurer.csv,0.7,om,Jan Shabro,Dale Washam,Clone,7
SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,0.7,om,JANET REILLY,MARK FARRELL,Clone,7
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,0.7,om,F. X. FRANCIS XAVIER CROWLEY,NORMAN YEE,Clone,10
SanLeandro_11022010_Mayor.csv,0.7,om,ANTHONY B. ''TONY'' SANTOS,STEPHEN H. CASSIDY,Clone,7
Alaska_11052024_StateHouseD18.csv,0.8,om,"Groh, Cliff","Nelson, David",Clone,3
Alaska_11052024_StateHouseD6.csv,0.8,om,"Johnson, Brent","Vance, Sarah L.",Clone,4
Alaska_11052024_US_House.csv,0.8,om,"Peltola, Mary S.","Begich, Nick",Clone,5
Alaska_11082022_HouseDistrict15.csv,0.8,om,"Wells, Denny","McKay, Thomas W. ""Tom",Clone,4
